id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in
625,206,80,0.40625,0.59375,0.0
626,12,80,0.5,0.0,0.5
627,33,80,0.25,0.1875,0.5625
628,12,80,0.875,0.125,0.0
629,206,80,0.8125,0.15625,0.03125
630,227,40,0.3125,0.375,0.3125
631,167,30,0.8333333333333334,0.0,0.16666666666666666
632,167,30,0.25,0.16666666666666666,0.5833333333333334
633,12,80,0.25,0.4375,0.3125
634,227,40,0.125,0.5625,0.3125
635,206,80,0.5625,0.34375,0.09375
636,33,80,0.9375,0.03125,0.03125
637,194,80,0.0,0.59375,0.40625
638,227,40,0.4375,0.4375,0.125
639,194,80,0.46875,0.25,0.28125
640,194,80,0.0,0.53125,0.46875
641,206,80,0.09375,0.125,0.78125
642,194,80,0.03125,0.71875,0.25
643,12,80,0.0,0.28125,0.71875
644,194,80,0.125,0.59375,0.28125
645,206,80,0.28125,0.3125,0.40625
646,227,40,0.375,0.1875,0.4375
647,194,80,0.46875,0.25,0.28125
648,33,80,0.6875,0.28125,0.03125
649,206,80,0.34375,0.375,0.28125
650,167,30,0.6666666666666666,0.3333333333333333,0.0
651,33,80,0.9375,0.03125,0.03125
652,33,80,0.46875,0.125,0.40625
653,12,80,0.125,0.84375,0.03125
654,206,80,0.40625,0.21875,0.375
655,227,40,0.0625,0.625,0.3125
656,33,80,0.625,0.0625,0.3125
657,167,30,0.16666666666666666,0.3333333333333333,0.5
658,206,80,0.5625,0.1875,0.25
659,12,80,0.375,0.25,0.375
660,206,80,0.125,0.15625,0.71875
661,194,10,0.25,0.5,0.25
662,12,80,0.5,0.4375,0.0625
663,12,80,0.1875,0.78125,0.03125
664,206,80,0.5625,0.0,0.4375
665,33,80,0.625,0.28125,0.09375
666,194,80,0.0,0.5625,0.4375
667,194,80,0.375,0.625,0.0
668,206,80,0.75,0.0,0.25
669,206,80,0.375,0.625,0.0
670,206,80,0.40625,0.59375,0.0
671,227,40,0.9375,0.0625,0.0
672,12,80,0.0,0.40625,0.59375
673,167,30,0.5833333333333334,0.16666666666666666,0.25
674,33,80,0.09375,0.03125,0.875
675,194,80,0.28125,0.34375,0.375
676,12,20,0.625,0.375,0.0
677,227,40,0.8125,0.0,0.1875
678,167,30,0.5,0.5,0.0
679,167,30,0.8333333333333334,0.08333333333333333,0.08333333333333333
680,194,80,0.625,0.34375,0.03125
681,167,30,0.4166666666666667,0.25,0.3333333333333333
682,227,40,0.25,0.75,0.0
683,194,80,0.0625,0.4375,0.5
684,194,80,0.40625,0.15625,0.4375
685,12,20,0.375,0.625,0.0
686,12,20,0.0,0.375,0.625
687,12,80,0.3125,0.28125,0.40625
688,12,80,0.375,0.25,0.375
689,194,80,0.3125,0.0625,0.625
690,33,80,0.65625,0.3125,0.03125
691,33,80,0.6875,0.3125,0.0
692,206,80,0.53125,0.25,0.21875
693,227,40,0.8125,0.0625,0.125
694,167,30,0.9166666666666666,0.08333333333333333,0.0
695,206,80,0.0625,0.03125,0.90625
696,12,20,0.375,0.0,0.625
697,194,80,0.0,0.84375,0.15625
698,194,80,0.40625,0.0,0.59375
699,33,80,0.71875,0.25,0.03125
700,206,80,0.09375,0.0,0.90625
701,227,40,0.0625,0.1875,0.75
702,206,80,0.75,0.25,0.0
703,33,40,0.125,0.0625,0.8125
704,227,40,0.0,0.25,0.75
705,33,80,0.71875,0.125,0.15625
706,194,80,0.0,0.3125,0.6875
707,206,80,0.375,0.46875,0.15625
708,206,80,0.0,0.46875,0.53125
709,227,40,0.0625,0.625,0.3125
710,33,40,0.0,0.5,0.5
711,206,80,0.09375,0.0625,0.84375
712,206,80,0.6875,0.09375,0.21875
713,194,80,0.34375,0.34375,0.3125
714,227,40,0.0,0.3125,0.6875
715,12,80,0.0,0.5,0.5
716,12,80,0.0,0.09375,0.90625
717,33,80,0.9375,0.0625,0.0
718,33,40,0.25,0.3125,0.4375
719,194,80,0.5,0.0,0.5
720,227,40,0.9375,0.0625,0.0
721,33,80,0.53125,0.03125,0.4375
722,227,40,0.5625,0.125,0.3125
723,194,80,0.21875,0.75,0.03125
724,167,30,0.5,0.0,0.5
725,227,40,0.625,0.0625,0.3125
726,167,30,0.08333333333333333,0.9166666666666666,0.0
727,206,80,0.59375,0.40625,0.0
728,167,60,0.0,0.625,0.375
729,33,80,0.5625,0.25,0.1875
730,227,40,0.5625,0.4375,0.0
731,194,80,0.53125,0.125,0.34375
732,33,80,0.46875,0.34375,0.1875
733,12,20,0.25,0.5,0.25
734,227,40,0.75,0.0,0.25
735,12,80,0.09375,0.625,0.28125
736,194,80,0.0,0.5625,0.4375
737,227,40,0.125,0.875,0.0
738,194,80,0.5625,0.125,0.3125
739,12,20,0.5,0.0,0.5
740,12,80,0.21875,0.78125,0.0
741,227,40,0.5,0.3125,0.1875
742,12,80,0.25,0.75,0.0
743,227,40,0.0625,0.625,0.3125
744,167,30,0.75,0.25,0.0
745,194,80,0.3125,0.28125,0.40625
746,33,80,0.59375,0.1875,0.21875
747,227,40,0.0,0.125,0.875
748,33,80,0.15625,0.5625,0.28125
749,12,80,0.21875,0.4375,0.34375
750,167,30,0.0,0.75,0.25
751,194,80,0.28125,0.15625,0.5625
752,206,80,0.0,0.25,0.75
753,206,80,0.53125,0.28125,0.1875
754,12,80,0.34375,0.40625,0.25
755,194,80,0.53125,0.40625,0.0625
756,33,80,0.28125,0.3125,0.40625
757,206,80,0.03125,0.0625,0.90625
758,33,80,0.15625,0.46875,0.375
759,33,80,0.15625,0.53125,0.3125
760,33,80,0.625,0.34375,0.03125
761,206,80,0.53125,0.0,0.46875
762,194,80,0.28125,0.03125,0.6875
763,194,80,0.09375,0.46875,0.4375
764,227,40,0.0,0.0625,0.9375
765,167,30,0.5833333333333334,0.4166666666666667,0.0
766,167,30,0.0,0.6666666666666666,0.3333333333333333
767,12,80,0.0,0.59375,0.40625
768,206,80,0.53125,0.0,0.46875
769,167,30,0.0,0.4166666666666667,0.5833333333333334
770,12,80,0.0,0.6875,0.3125
771,12,80,0.46875,0.375,0.15625
772,33,80,0.21875,0.625,0.15625
773,167,60,0.75,0.0,0.25
774,194,80,0.84375,0.09375,0.0625
775,227,40,0.3125,0.1875,0.5
776,167,30,0.4166666666666667,0.08333333333333333,0.5
777,12,80,0.0,0.5625,0.4375
778,194,80,0.65625,0.21875,0.125
779,206,80,0.21875,0.40625,0.375
780,12,80,0.25,0.28125,0.46875
781,194,80,0.96875,0.03125,0.0
782,206,80,0.28125,0.0,0.71875
783,206,80,0.5,0.5,0.0
784,167,30,0.3333333333333333,0.6666666666666666,0.0
785,206,80,0.9375,0.0,0.0625
786,206,80,0.28125,0.125,0.59375
787,33,40,0.3125,0.6875,0.0
788,206,80,0.625,0.0625,0.3125
789,227,40,0.0,0.1875,0.8125
790,227,40,0.0,0.3125,0.6875
791,33,80,0.5,0.15625,0.34375
792,12,20,0.25,0.75,0.0
793,12,80,0.40625,0.1875,0.40625
794,227,40,0.25,0.4375,0.3125
795,167,30,0.0,0.5833333333333334,0.4166666666666667
796,227,40,0.625,0.0625,0.3125
797,167,30,0.5,0.5,0.0
798,206,80,0.03125,0.96875,0.0
799,33,80,0.4375,0.09375,0.46875
800,206,80,0.59375,0.40625,0.0
801,12,80,0.21875,0.4375,0.34375
802,206,80,0.3125,0.25,0.4375
803,33,80,0.03125,0.125,0.84375
804,206,80,0.09375,0.90625,0.0
805,167,30,0.5833333333333334,0.08333333333333333,0.3333333333333333
806,227,40,0.5,0.25,0.25
807,206,80,0.53125,0.3125,0.15625
808,33,80,0.5,0.15625,0.34375
809,194,80,0.28125,0.15625,0.5625
810,167,30,0.3333333333333333,0.6666666666666666,0.0
811,194,80,0.15625,0.125,0.71875
812,206,80,0.46875,0.53125,0.0
813,194,80,0.25,0.34375,0.40625
814,12,20,0.25,0.75,0.0
815,194,80,0.96875,0.03125,0.0
816,206,80,0.0,0.5625,0.4375
817,227,40,0.75,0.0,0.25
818,206,80,0.0,1.0,0.0
819,167,60,0.0,0.5,0.5
820,167,30,0.75,0.16666666666666666,0.08333333333333333
821,12,80,0.40625,0.25,0.34375
822,206,80,0.0,0.25,0.75
823,206,80,0.375,0.53125,0.09375
824,12,80,0.34375,0.4375,0.21875
825,167,30,0.5,0.0,0.5
826,12,80,0.03125,0.78125,0.1875
827,194,80,0.875,0.125,0.0
828,194,80,0.03125,0.46875,0.5
829,167,30,0.0,0.75,0.25
830,206,80,0.1875,0.0,0.8125
831,227,40,0.625,0.0,0.375
832,167,30,0.75,0.08333333333333333,0.16666666666666666
833,194,80,0.375,0.375,0.25
834,227,40,0.8125,0.1875,0.0
835,12,80,0.25,0.5,0.25
836,227,40,0.6875,0.1875,0.125
837,167,30,0.0,0.5833333333333334,0.4166666666666667
838,33,40,0.0,0.625,0.375
839,227,40,0.8125,0.0,0.1875
840,194,80,0.0,0.84375,0.15625
841,206,80,0.71875,0.0625,0.21875
842,227,40,0.6875,0.3125,0.0
843,206,80,0.0,0.5,0.5
844,33,80,0.25,0.3125,0.4375
845,167,30,0.5,0.5,0.0
846,227,40,0.625,0.0,0.375
847,33,80,0.8125,0.0,0.1875
848,33,40,0.0,0.4375,0.5625
849,206,80,0.0,0.5625,0.4375
850,12,80,0.375,0.21875,0.40625
851,12,80,0.0,0.71875,0.28125
852,194,80,0.875,0.03125,0.09375
853,12,80,0.34375,0.40625,0.25
854,194,80,0.78125,0.15625,0.0625
855,167,30,0.25,0.0,0.75
856,33,40,0.75,0.25,0.0
857,33,80,0.28125,0.125,0.59375
858,206,80,0.21875,0.03125,0.75
859,33,80,0.0625,0.1875,0.75
860,206,80,0.03125,0.03125,0.9375
861,33,80,0.6875,0.125,0.1875
862,33,40,0.8125,0.0,0.1875
863,194,80,0.21875,0.25,0.53125
864,206,80,0.46875,0.34375,0.1875
865,33,80,0.15625,0.09375,0.75
866,12,80,0.0625,0.5,0.4375
867,12,80,0.59375,0.40625,0.0
868,33,80,0.5,0.5,0.0
869,206,80,0.03125,0.0625,0.90625
870,167,30,0.4166666666666667,0.4166666666666667,0.16666666666666666
871,194,80,0.25,0.3125,0.4375
872,227,40,0.8125,0.0,0.1875
873,33,80,0.40625,0.28125,0.3125
874,167,60,0.0,0.25,0.75
875,12,80,0.3125,0.46875,0.21875
876,33,80,0.125,0.0625,0.8125
877,33,40,0.6875,0.0,0.3125
878,12,80,0.34375,0.3125,0.34375
879,194,80,0.0,0.375,0.625
880,12,80,0.0,0.96875,0.03125
881,206,80,0.90625,0.09375,0.0
882,33,80,0.625,0.09375,0.28125
883,227,40,0.0,0.8125,0.1875
884,12,80,0.25,0.0625,0.6875
885,12,80,0.5,0.5,0.0
886,33,80,0.8125,0.125,0.0625
887,167,60,0.9166666666666666,0.08333333333333333,0.0
888,206,80,0.0,0.34375,0.65625
889,12,80,0.46875,0.21875,0.3125
890,12,80,0.0625,0.6875,0.25
891,33,40,0.875,0.0,0.125
892,227,40,0.5,0.375,0.125
893,227,40,0.5,0.1875,0.3125
894,12,80,0.65625,0.15625,0.1875
895,227,40,0.3125,0.4375,0.25
896,227,40,0.0,0.125,0.875
897,33,80,0.65625,0.03125,0.3125
898,206,80,0.0,0.84375,0.15625
899,167,60,0.5,0.5,0.0
900,167,30,0.6666666666666666,0.3333333333333333,0.0
901,227,40,0.4375,0.5625,0.0
902,227,40,0.1875,0.5,0.3125
903,206,80,0.0,0.3125,0.6875
904,194,80,0.4375,0.1875,0.375
905,167,30,0.5833333333333334,0.08333333333333333,0.3333333333333333
906,33,80,0.34375,0.03125,0.625
907,33,40,0.75,0.0,0.25
908,167,30,0.4166666666666667,0.5833333333333334,0.0
909,227,40,0.4375,0.125,0.4375
910,167,30,0.0,0.3333333333333333,0.6666666666666666
911,167,30,0.25,0.75,0.0
912,33,80,0.03125,0.125,0.84375
913,33,80,0.3125,0.3125,0.375
914,227,40,0.875,0.125,0.0
915,194,80,0.28125,0.5,0.21875
916,206,80,0.625,0.0,0.375
917,167,30,0.16666666666666666,0.6666666666666666,0.16666666666666666
918,12,80,0.0625,0.8125,0.125
919,167,30,0.75,0.08333333333333333,0.16666666666666666
920,33,80,0.40625,0.21875,0.375
921,227,40,0.1875,0.5,0.3125
922,194,80,0.21875,0.0625,0.71875
923,227,40,0.0,0.1875,0.8125
924,194,80,0.4375,0.34375,0.21875
925,194,80,0.0,0.125,0.875
926,206,80,0.09375,0.0,0.90625
927,206,80,0.34375,0.4375,0.21875
928,167,30,0.16666666666666666,0.16666666666666666,0.6666666666666666
929,227,40,0.1875,0.1875,0.625
930,12,20,0.375,0.125,0.5
931,33,80,0.3125,0.53125,0.15625
932,12,20,0.25,0.5,0.25
933,167,30,0.0,0.5833333333333334,0.4166666666666667
934,12,80,0.9375,0.0625,0.0
935,33,80,0.375,0.0,0.625
936,227,40,0.375,0.3125,0.3125
937,227,40,0.1875,0.6875,0.125
938,227,40,0.125,0.5625,0.3125
939,167,30,0.6666666666666666,0.3333333333333333,0.0
940,33,80,0.75,0.0,0.25
941,33,80,0.15625,0.625,0.21875
942,12,80,0.4375,0.1875,0.375
943,12,80,0.8125,0.1875,0.0
944,194,80,0.46875,0.25,0.28125
945,33,80,0.125,0.1875,0.6875
946,206,80,0.15625,0.65625,0.1875
947,227,40,0.6875,0.1875,0.125
948,206,80,0.4375,0.40625,0.15625
949,33,40,0.0,0.3125,0.6875
950,206,80,0.6875,0.0,0.3125
951,167,30,0.08333333333333333,0.0,0.9166666666666666
952,33,80,0.0625,0.0625,0.875
953,194,80,0.375,0.34375,0.28125
954,12,80,0.4375,0.28125,0.28125
955,167,30,0.5833333333333334,0.4166666666666667,0.0
956,33,40,0.5625,0.4375,0.0
957,167,30,0.3333333333333333,0.6666666666666666,0.0
958,194,80,0.5625,0.21875,0.21875
959,227,40,0.3125,0.375,0.3125
960,33,40,0.0,0.75,0.25
961,167,30,0.0,0.16666666666666666,0.8333333333333334
962,206,80,0.125,0.3125,0.5625
963,227,40,0.375,0.5,0.125
964,206,80,0.65625,0.34375,0.0
965,33,80,0.0,0.9375,0.0625
966,12,80,0.46875,0.53125,0.0
967,33,80,0.0625,0.03125,0.90625
968,12,80,0.1875,0.5,0.3125
969,33,80,0.0625,0.53125,0.40625
970,227,40,0.8125,0.1875,0.0
971,206,80,0.625,0.375,0.0
972,12,20,0.0,0.125,0.875
973,206,80,0.46875,0.34375,0.1875
974,206,80,0.09375,0.0625,0.84375
975,194,80,0.0,0.5,0.5
976,206,80,0.625,0.375,0.0
977,167,30,0.6666666666666666,0.0,0.3333333333333333
978,206,80,0.0,0.34375,0.65625
979,33,80,0.09375,0.75,0.15625
980,227,40,0.4375,0.25,0.3125
981,12,80,0.34375,0.40625,0.25
982,206,80,0.0,0.40625,0.59375
983,33,80,0.78125,0.03125,0.1875
984,33,80,0.53125,0.375,0.09375
985,194,10,0.0,1.0,0.0
986,194,80,0.8125,0.15625,0.03125
987,12,80,0.8125,0.1875,0.0
988,206,80,0.28125,0.71875,0.0
989,167,30,0.5,0.3333333333333333,0.16666666666666666
990,12,20,0.875,0.0,0.125
991,206,80,0.4375,0.1875,0.375
992,206,80,0.1875,0.09375,0.71875
993,167,30,0.5833333333333334,0.08333333333333333,0.3333333333333333
994,12,80,0.25,0.5,0.25
995,33,80,0.3125,0.53125,0.15625
996,167,30,0.8333333333333334,0.08333333333333333,0.08333333333333333
997,33,40,0.5625,0.0,0.4375
998,206,80,0.0,0.25,0.75
999,206,80,0.3125,0.0,0.6875
1000,206,80,0.125,0.0,0.875
1001,194,80,0.65625,0.34375,0.0
1002,194,80,0.21875,0.25,0.53125
1003,206,80,0.5625,0.4375,0.0
1004,167,30,0.6666666666666666,0.0,0.3333333333333333
1005,167,30,0.3333333333333333,0.6666666666666666,0.0
1006,33,80,0.78125,0.15625,0.0625
1007,167,60,0.0,0.4166666666666667,0.5833333333333334
1008,167,30,0.75,0.25,0.0
1009,12,20,0.625,0.375,0.0
1010,33,80,0.59375,0.15625,0.25
1011,12,80,0.25,0.28125,0.46875
1012,227,40,0.4375,0.25,0.3125
1013,206,80,0.28125,0.71875,0.0
1014,206,80,0.3125,0.0625,0.625
1015,206,80,0.03125,0.03125,0.9375
1016,194,80,0.28125,0.3125,0.40625
1017,206,80,0.5625,0.4375,0.0
1018,206,80,0.03125,0.46875,0.5
1019,194,80,0.9375,0.0625,0.0
1020,194,80,0.28125,0.03125,0.6875
1021,206,80,0.625,0.375,0.0
1022,206,80,0.03125,0.0625,0.90625
1023,206,80,0.6875,0.3125,0.0
1024,167,30,0.5,0.16666666666666666,0.3333333333333333
1025,206,80,0.0,0.09375,0.90625
1026,206,80,0.40625,0.0,0.59375
1027,206,80,0.03125,0.03125,0.9375
1028,167,30,0.8333333333333334,0.08333333333333333,0.08333333333333333
1029,167,30,0.4166666666666667,0.3333333333333333,0.25
1030,206,80,0.71875,0.0,0.28125
1031,227,40,0.4375,0.1875,0.375
1032,167,30,0.0,0.8333333333333334,0.16666666666666666
1033,206,80,0.5625,0.21875,0.21875
1034,227,40,0.5625,0.125,0.3125
1035,206,80,0.1875,0.0,0.8125
1036,167,60,0.0,0.875,0.125
1037,167,30,0.5,0.5,0.0
1038,33,80,0.21875,0.125,0.65625
1039,167,30,0.0,1.0,0.0
1040,206,80,0.125,0.0,0.875
1041,12,80,0.5,0.21875,0.28125
1042,33,80,0.59375,0.21875,0.1875
1043,167,30,0.4166666666666667,0.5833333333333334,0.0
1044,194,80,0.0,0.6875,0.3125
1045,33,40,0.0,0.125,0.875
1046,33,80,0.4375,0.5625,0.0
1047,167,30,0.25,0.08333333333333333,0.6666666666666666
1048,206,80,0.0,0.5625,0.4375
1049,194,80,0.40625,0.25,0.34375
1050,206,80,0.4375,0.1875,0.375
1051,167,30,0.4166666666666667,0.16666666666666666,0.4166666666666667
1052,194,80,0.1875,0.15625,0.65625
1053,194,80,0.34375,0.3125,0.34375
1054,12,80,0.03125,0.5,0.46875
1055,12,20,0.0,0.0,1.0
1056,206,80,0.125,0.15625,0.71875
1057,33,80,0.5625,0.3125,0.125
1058,206,80,0.46875,0.46875,0.0625
1059,33,80,0.5,0.28125,0.21875
1060,12,80,0.46875,0.28125,0.25
1061,206,80,0.46875,0.28125,0.25
1062,12,80,0.03125,0.3125,0.65625
1063,194,80,0.75,0.125,0.125
1064,227,40,0.5,0.1875,0.3125
1065,167,30,0.75,0.08333333333333333,0.16666666666666666
1066,167,30,0.25,0.75,0.0
1067,194,80,0.0,0.71875,0.28125
1068,194,80,0.1875,0.71875,0.09375
1069,12,80,0.3125,0.5,0.1875
1070,194,80,0.21875,0.5,0.28125
1071,12,80,0.40625,0.59375,0.0
1072,12,80,0.375,0.21875,0.40625
1073,206,80,0.0,0.03125,0.96875
1074,33,80,0.46875,0.34375,0.1875
1075,206,80,0.3125,0.09375,0.59375
1076,227,40,0.3125,0.125,0.5625
1077,206,80,0.0625,0.9375,0.0
1078,206,80,0.5625,0.125,0.3125
1079,33,80,0.625,0.1875,0.1875
1080,206,80,0.25,0.0,0.75
1081,167,30,0.4166666666666667,0.16666666666666666,0.4166666666666667
1082,206,80,0.0625,0.09375,0.84375
1083,167,30,0.5833333333333334,0.4166666666666667,0.0
1084,167,30,0.0,0.16666666666666666,0.8333333333333334
1085,33,80,0.5,0.46875,0.03125
1086,206,80,0.375,0.0,0.625
1087,33,80,0.75,0.0625,0.1875
1088,167,30,0.3333333333333333,0.6666666666666666,0.0
1089,12,20,0.375,0.625,0.0
1090,12,20,0.5,0.5,0.0
1091,167,30,0.8333333333333334,0.08333333333333333,0.08333333333333333
1092,206,80,0.5625,0.21875,0.21875
1093,194,80,0.34375,0.59375,0.0625
1094,194,80,0.3125,0.375,0.3125
1095,194,80,0.0,0.09375,0.90625
1096,194,80,0.1875,0.28125,0.53125
1097,12,80,0.5,0.1875,0.3125
1098,33,80,0.21875,0.15625,0.625
1099,12,20,0.375,0.5,0.125
1100,194,80,0.625,0.375,0.0
1101,194,80,0.375,0.28125,0.34375
1102,227,40,0.0,0.3125,0.6875
1103,206,80,0.9375,0.0625,0.0
1104,206,80,0.8125,0.03125,0.15625
1105,167,30,0.75,0.16666666666666666,0.08333333333333333
1106,194,80,0.53125,0.28125,0.1875
1107,33,80,0.6875,0.0625,0.25
1108,227,40,0.125,0.125,0.75
1109,194,80,0.4375,0.5625,0.0
1110,206,80,0.25,0.09375,0.65625
1111,227,40,0.75,0.25,0.0
1112,206,80,0.59375,0.40625,0.0
1113,206,80,0.09375,0.625,0.28125
1114,33,40,0.5,0.0,0.5
1115,12,80,0.25,0.5,0.25
1116,227,40,0.875,0.0,0.125
1117,33,40,0.0625,0.25,0.6875
1118,12,20,0.5,0.5,0.0
1119,227,40,0.3125,0.5625,0.125
1120,227,40,0.125,0.5625,0.3125
1121,206,80,0.0,0.21875,0.78125
1122,227,40,0.5,0.1875,0.3125
1123,206,80,0.34375,0.65625,0.0
1124,206,80,0.0,0.53125,0.46875
1125,12,80,0.0,0.5,0.5
1126,227,40,0.75,0.1875,0.0625
1127,227,40,0.625,0.0625,0.3125
1128,33,80,0.84375,0.03125,0.125
1129,194,80,0.0625,0.46875,0.46875
1130,167,30,0.0,0.5,0.5
1131,33,40,0.0625,0.0,0.9375
1132,206,80,0.25,0.0,0.75
1133,33,80,0.0,0.5625,0.4375
1134,194,80,0.5,0.125,0.375
1135,227,40,0.375,0.3125,0.3125
1136,33,80,0.0,0.4375,0.5625
1137,227,40,0.0,0.125,0.875
1138,194,80,0.25,0.4375,0.3125
1139,167,30,0.75,0.16666666666666666,0.08333333333333333
1140,227,40,0.0,0.3125,0.6875
1141,206,80,0.0,0.75,0.25
1142,33,40,0.25,0.75,0.0
1143,12,80,0.0625,0.8125,0.125
1144,227,40,0.625,0.0625,0.3125
1145,206,80,0.90625,0.09375,0.0
1146,206,80,0.0,0.21875,0.78125
1147,33,80,0.375,0.15625,0.46875
1148,167,60,0.5833333333333334,0.0,0.4166666666666667
1149,167,30,0.16666666666666666,0.4166666666666667,0.4166666666666667
1150,33,40,0.9375,0.0625,0.0
1151,206,80,0.0,0.65625,0.34375
1152,167,60,0.5833333333333334,0.4166666666666667,0.0
1153,33,40,0.0625,0.25,0.6875
1154,167,30,0.75,0.16666666666666666,0.08333333333333333
1155,33,80,0.28125,0.0625,0.65625
1156,33,40,0.5625,0.0,0.4375
1157,33,80,0.875,0.03125,0.09375
1158,227,40,0.375,0.625,0.0
1159,206,80,0.1875,0.0,0.8125
1160,167,30,0.3333333333333333,0.25,0.4166666666666667
1161,167,30,0.3333333333333333,0.4166666666666667,0.25
1162,227,40,0.125,0.375,0.5
1163,33,80,0.0625,0.125,0.8125
1164,206,80,0.625,0.0,0.375
1165,206,80,0.28125,0.125,0.59375
1166,206,80,0.09375,0.03125,0.875
1167,206,80,0.0,0.1875,0.8125
1168,33,80,0.21875,0.46875,0.3125
1169,206,80,0.59375,0.15625,0.25
1170,227,40,0.6875,0.0,0.3125
1171,12,80,0.46875,0.28125,0.25
1172,227,40,0.625,0.0625,0.3125
1173,227,40,0.0625,0.625,0.3125
1174,12,20,0.375,0.625,0.0
1175,227,40,0.0,0.3125,0.6875
1176,194,80,0.125,0.46875,0.40625
1177,33,40,0.0,0.6875,0.3125
1178,194,80,0.5,0.28125,0.21875
1179,33,80,0.875,0.03125,0.09375
1180,227,40,0.625,0.25,0.125
1181,12,20,0.125,0.25,0.625
1182,167,60,0.9166666666666666,0.0,0.08333333333333333
1183,33,40,0.0,0.25,0.75
1184,33,80,0.34375,0.28125,0.375
1185,206,80,0.375,0.0,0.625
1186,194,80,0.03125,0.59375,0.375
1187,227,40,0.6875,0.1875,0.125
1188,206,80,0.5,0.125,0.375
1189,12,80,0.34375,0.34375,0.3125
1190,167,30,0.4166666666666667,0.5833333333333334,0.0
1191,33,80,0.78125,0.125,0.09375
1192,167,30,0.5833333333333334,0.08333333333333333,0.3333333333333333
1193,227,40,0.5,0.5,0.0
1194,167,30,0.5833333333333334,0.4166666666666667,0.0
1195,12,80,0.5625,0.4375,0.0
1196,167,60,0.0,0.25,0.75
1197,12,80,0.0,0.65625,0.34375
1198,206,80,0.5,0.0,0.5
1199,12,80,0.5,0.5,0.0
1200,33,40,0.25,0.1875,0.5625
1201,206,80,0.46875,0.3125,0.21875
1202,194,80,0.1875,0.8125,0.0
1203,206,80,0.34375,0.375,0.28125
1204,12,80,0.1875,0.4375,0.375
1205,12,20,0.5,0.5,0.0
1206,194,80,0.09375,0.8125,0.09375
1207,12,80,0.0,0.625,0.375
1208,167,30,0.8333333333333334,0.16666666666666666,0.0
1209,33,80,0.40625,0.125,0.46875
1210,227,40,0.625,0.0,0.375
1211,167,30,0.5,0.0,0.5
1212,206,80,0.46875,0.53125,0.0
1213,227,40,0.75,0.0,0.25
1214,206,80,0.0625,0.0625,0.875
1216,227,40,0.6875,0.3125,0.0
1217,227,40,0.1875,0.625,0.1875
1218,194,80,0.4375,0.5625,0.0
1219,167,30,0.16666666666666666,0.08333333333333333,0.75
1220,33,80,0.4375,0.4375,0.125
1221,227,40,0.0625,0.625,0.3125
1222,206,80,0.03125,0.03125,0.9375
1223,167,30,0.6666666666666666,0.3333333333333333,0.0
1224,33,80,0.0,0.0625,0.9375
1225,12,80,0.1875,0.5,0.3125
1226,194,80,0.09375,0.46875,0.4375
1227,227,40,0.5625,0.125,0.3125
1228,227,40,0.3125,0.0625,0.625
1229,167,60,0.5,0.0,0.5
1230,33,80,0.21875,0.59375,0.1875
