id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in
1231,167,30,0.4166666666666667,0.0,0.5833333333333334
1232,227,40,0.1875,0.8125,0.0
1233,33,80,0.5,0.375,0.125
1234,33,80,0.71875,0.125,0.15625
1235,194,80,0.5625,0.3125,0.125
1236,194,10,0.5,0.0,0.5
1237,167,30,0.4166666666666667,0.5833333333333334,0.0
1238,206,80,0.5,0.3125,0.1875
1239,227,40,0.25,0.5,0.25
1240,12,80,0.3125,0.4375,0.25
1241,227,40,0.875,0.125,0.0
1242,167,30,0.8333333333333334,0.08333333333333333,0.08333333333333333
1243,206,80,0.0,0.625,0.375
1244,167,60,0.0,0.4166666666666667,0.5833333333333334
1245,12,20,0.125,0.375,0.5
1246,227,40,0.0,0.25,0.75
1247,167,30,0.5833333333333334,0.08333333333333333,0.3333333333333333
1248,12,80,0.34375,0.3125,0.34375
1249,33,80,0.8125,0.1875,0.0
1250,194,80,0.03125,0.5625,0.40625
1251,33,80,0.0625,0.65625,0.28125
1252,167,30,0.5,0.5,0.0
1253,33,40,0.9375,0.0,0.0625
1254,12,80,0.28125,0.40625,0.3125
1255,227,40,0.9375,0.0,0.0625
1256,167,30,0.3333333333333333,0.25,0.4166666666666667
1257,227,40,0.5625,0.4375,0.0
1258,227,40,0.0,0.1875,0.8125
1259,12,80,0.0,0.40625,0.59375
1260,12,80,0.40625,0.4375,0.15625
1261,227,40,0.625,0.0625,0.3125
1262,194,80,0.40625,0.21875,0.375
1263,206,80,0.0625,0.0,0.9375
1264,33,40,0.1875,0.0,0.8125
1265,227,40,0.1875,0.5,0.3125
1266,167,30,0.75,0.08333333333333333,0.16666666666666666
1267,33,40,0.0,0.75,0.25
1268,227,40,0.8125,0.0625,0.125
1269,33,80,0.59375,0.21875,0.1875
1270,12,80,0.53125,0.125,0.34375
1271,194,80,0.4375,0.375,0.1875
1272,206,80,0.0,0.03125,0.96875
1273,12,20,0.75,0.25,0.0
1274,33,80,0.28125,0.0625,0.65625
1275,227,40,0.5625,0.125,0.3125
1276,12,20,0.625,0.375,0.0
1277,167,30,0.8333333333333334,0.08333333333333333,0.08333333333333333
1278,33,80,0.84375,0.09375,0.0625
1279,12,20,0.625,0.375,0.0
1280,12,80,0.25,0.1875,0.5625
1281,227,40,0.0,0.0625,0.9375
1282,167,30,0.4166666666666667,0.3333333333333333,0.25
1283,12,80,0.4375,0.25,0.3125
1284,194,80,0.78125,0.09375,0.125
1285,33,40,0.0,0.25,0.75
1286,227,40,0.0,0.125,0.875
1287,167,30,0.0,0.9166666666666666,0.08333333333333333
1288,167,30,0.8333333333333334,0.16666666666666666,0.0
1289,33,80,0.09375,0.6875,0.21875
1290,33,80,0.0,0.875,0.125
1291,167,30,0.0,0.3333333333333333,0.6666666666666666
1292,206,80,0.0,0.84375,0.15625
1293,227,40,0.375,0.3125,0.3125
1294,206,80,0.0,0.8125,0.1875
1295,12,20,0.375,0.375,0.25
1296,206,80,0.3125,0.625,0.0625
1297,206,80,0.25,0.4375,0.3125
1298,227,40,0.4375,0.375,0.1875
1299,206,80,0.375,0.21875,0.40625
1300,194,80,0.0,0.53125,0.46875
1301,227,40,0.5625,0.125,0.3125
1302,194,80,0.375,0.25,0.375
1303,227,40,0.625,0.125,0.25
1304,167,30,0.4166666666666667,0.5833333333333334,0.0
1305,33,80,0.28125,0.625,0.09375
1306,206,80,0.59375,0.1875,0.21875
1307,206,80,0.0,0.1875,0.8125
1308,194,80,0.0,0.46875,0.53125
1309,33,80,0.9375,0.0625,0.0
1310,12,80,0.34375,0.21875,0.4375
1311,227,40,0.4375,0.25,0.3125
1312,206,80,0.03125,0.0625,0.90625
1313,33,80,0.125,0.625,0.25
1314,33,80,0.4375,0.25,0.3125
1315,33,80,0.3125,0.0,0.6875
1316,227,40,0.75,0.25,0.0
1317,33,80,0.0625,0.46875,0.46875
1318,33,80,0.78125,0.125,0.09375
1319,33,40,0.0,0.3125,0.6875
1320,12,80,0.40625,0.28125,0.3125
1321,227,40,0.875,0.0625,0.0625
1322,167,30,0.0,0.5833333333333334,0.4166666666666667
1323,167,30,0.08333333333333333,0.75,0.16666666666666666
1324,33,80,0.75,0.09375,0.15625
1325,167,30,0.0,0.08333333333333333,0.9166666666666666
1326,33,80,0.4375,0.5625,0.0
1327,33,40,0.75,0.0,0.25
1328,167,30,0.75,0.25,0.0
1329,227,40,0.5625,0.125,0.3125
1330,194,80,0.9375,0.03125,0.03125
1331,167,30,0.5833333333333334,0.16666666666666666,0.25
1332,194,80,0.3125,0.40625,0.28125
1333,12,80,0.375,0.21875,0.40625
1334,33,80,0.375,0.0625,0.5625
1335,194,80,0.40625,0.3125,0.28125
1336,227,40,0.5,0.1875,0.3125
1337,167,30,0.0,0.25,0.75
1338,227,40,0.8125,0.1875,0.0
1339,227,40,0.625,0.25,0.125
1340,12,80,0.28125,0.5,0.21875
1341,227,40,0.5625,0.25,0.1875
1342,33,80,0.4375,0.21875,0.34375
1343,227,40,0.5,0.1875,0.3125
1344,33,80,0.90625,0.03125,0.0625
1345,227,40,0.0625,0.8125,0.125
1346,227,40,0.125,0.25,0.625
1347,194,80,0.25,0.0625,0.6875
1348,167,30,0.5,0.5,0.0
1349,12,20,0.25,0.0,0.75
1350,227,40,0.3125,0.375,0.3125
1351,33,80,0.46875,0.21875,0.3125
1352,206,80,0.0,0.4375,0.5625
1353,12,80,0.09375,0.25,0.65625
1354,12,80,0.75,0.25,0.0
1355,206,80,0.0625,0.4375,0.5
1356,227,40,0.25,0.75,0.0
1357,194,80,0.28125,0.28125,0.4375
1358,194,80,0.21875,0.75,0.03125
1359,206,80,0.03125,0.4375,0.53125
1360,227,40,0.8125,0.0,0.1875
1361,227,40,0.375,0.625,0.0
1362,194,80,0.0625,0.375,0.5625
1363,12,80,0.34375,0.34375,0.3125
1364,12,80,0.4375,0.3125,0.25
1365,227,40,0.875,0.125,0.0
1366,227,40,0.5625,0.4375,0.0
1367,227,40,0.5,0.1875,0.3125
1368,12,80,0.0,0.875,0.125
1369,227,40,0.75,0.0,0.25
1370,206,80,0.46875,0.53125,0.0
1371,206,80,0.1875,0.3125,0.5
1372,12,20,0.625,0.0,0.375
1373,227,40,0.875,0.0625,0.0625
1374,206,80,0.40625,0.21875,0.375
1375,206,80,0.0,0.875,0.125
1376,227,40,0.0,0.1875,0.8125
1377,167,30,0.25,0.5833333333333334,0.16666666666666666
1378,167,30,0.5833333333333334,0.4166666666666667,0.0
1379,206,80,0.3125,0.6875,0.0
1380,194,80,0.78125,0.03125,0.1875
1381,33,80,0.84375,0.03125,0.125
1382,194,80,0.0,0.28125,0.71875
1383,33,80,0.15625,0.09375,0.75
1384,227,40,0.4375,0.4375,0.125
1385,206,80,0.5,0.5,0.0
1386,12,80,0.0,0.5625,0.4375
1387,194,80,0.25,0.40625,0.34375
1388,167,30,0.75,0.0,0.25
1389,33,80,0.4375,0.125,0.4375
1390,167,30,0.08333333333333333,0.25,0.6666666666666666
1391,206,80,0.5625,0.1875,0.25
1392,167,30,0.16666666666666666,0.3333333333333333,0.5
1393,12,80,0.4375,0.34375,0.21875
1394,167,30,0.4166666666666667,0.25,0.3333333333333333
1395,33,40,0.5,0.5,0.0
1396,33,40,0.0,0.625,0.375
1397,227,40,0.625,0.0625,0.3125
1398,227,40,0.6875,0.0625,0.25
1399,33,80,0.90625,0.03125,0.0625
1400,12,20,0.25,0.375,0.375
1401,227,40,0.9375,0.0625,0.0
1402,33,40,0.625,0.375,0.0
1403,227,40,0.625,0.375,0.0
1404,33,40,0.0,0.1875,0.8125
1405,206,80,0.5625,0.28125,0.15625
1406,12,80,0.125,0.21875,0.65625
1407,194,80,0.0625,0.65625,0.28125
1408,194,80,0.25,0.0,0.75
1409,206,80,0.375,0.375,0.25
1410,206,80,0.03125,0.0,0.96875
1411,194,80,0.5,0.15625,0.34375
1412,194,80,0.46875,0.375,0.15625
1413,194,80,0.6875,0.25,0.0625
1414,167,30,0.5833333333333334,0.4166666666666667,0.0
1415,194,80,0.8125,0.1875,0.0
1416,194,80,0.0,0.4375,0.5625
1417,227,40,0.5,0.5,0.0
1418,33,80,0.5625,0.375,0.0625
1419,167,30,0.8333333333333334,0.08333333333333333,0.08333333333333333
1420,227,40,0.6875,0.1875,0.125
1421,12,80,0.9375,0.0625,0.0
1422,33,80,0.75,0.15625,0.09375
1423,227,40,0.4375,0.125,0.4375
1424,167,30,0.5,0.0,0.5
1425,227,40,0.3125,0.3125,0.375
1426,227,40,0.4375,0.1875,0.375
1427,227,40,0.0,0.125,0.875
1428,227,40,0.5,0.4375,0.0625
1429,167,30,0.4166666666666667,0.5833333333333334,0.0
1430,33,40,0.3125,0.0,0.6875
1431,227,40,0.0,0.3125,0.6875
1432,206,80,0.3125,0.0,0.6875
1433,167,30,0.16666666666666666,0.5,0.3333333333333333
1434,194,80,0.25,0.40625,0.34375
1435,206,80,0.53125,0.28125,0.1875
1436,12,20,0.75,0.25,0.0
1437,194,80,0.71875,0.125,0.15625
1438,194,80,0.9375,0.03125,0.03125
1439,33,80,0.46875,0.40625,0.125
1440,12,80,0.40625,0.0,0.59375
1441,206,80,0.65625,0.0,0.34375
1442,194,80,0.75,0.03125,0.21875
1443,167,30,0.3333333333333333,0.0,0.6666666666666666
1444,206,80,0.78125,0.03125,0.1875
1445,227,40,0.3125,0.3125,0.375
1446,206,80,0.40625,0.59375,0.0
1447,167,30,0.3333333333333333,0.25,0.4166666666666667
1448,167,60,0.6666666666666666,0.3333333333333333,0.0
1449,206,80,0.0,0.40625,0.59375
1450,12,20,0.125,0.75,0.125
1451,33,40,0.0,0.6875,0.3125
1452,167,60,0.75,0.16666666666666666,0.08333333333333333
1453,167,30,0.5,0.25,0.25
1454,227,40,0.1875,0.5,0.3125
1455,167,30,0.4166666666666667,0.16666666666666666,0.4166666666666667
1456,227,40,0.0625,0.625,0.3125
1457,194,80,0.25,0.46875,0.28125
1458,33,40,0.4375,0.5625,0.0
1459,33,80,0.59375,0.3125,0.09375
1460,227,40,0.8125,0.0625,0.125
1461,227,40,0.75,0.0,0.25
1462,12,80,0.0,0.46875,0.53125
1463,206,80,0.1875,0.25,0.5625
1464,167,30,0.3333333333333333,0.6666666666666666,0.0
1465,194,80,0.0,0.78125,0.21875
1466,33,80,0.1875,0.34375,0.46875
1467,12,80,0.375,0.25,0.375
1468,206,80,0.46875,0.375,0.15625
1469,167,30,0.3333333333333333,0.16666666666666666,0.5
1470,167,30,0.0,0.25,0.75
1471,33,80,0.71875,0.0625,0.21875
1472,167,30,0.08333333333333333,0.4166666666666667,0.5
1473,33,80,0.65625,0.3125,0.03125
1474,206,80,0.6875,0.3125,0.0
1475,206,80,0.09375,0.03125,0.875
1476,33,40,0.0,0.8125,0.1875
1477,206,80,0.53125,0.40625,0.0625
1478,33,80,0.6875,0.21875,0.09375
1479,33,80,0.375,0.53125,0.09375
1480,33,80,0.03125,0.09375,0.875
1481,227,40,0.5625,0.4375,0.0
1482,12,80,0.5625,0.4375,0.0
1483,206,80,0.625,0.15625,0.21875
1484,206,80,0.59375,0.1875,0.21875
1485,33,80,0.71875,0.15625,0.125
1486,227,40,0.0,0.25,0.75
1487,227,40,0.3125,0.375,0.3125
1488,206,80,0.4375,0.0,0.5625
1489,206,80,0.34375,0.53125,0.125
1490,206,80,0.03125,0.03125,0.9375
1491,206,80,0.34375,0.375,0.28125
1492,33,80,0.6875,0.15625,0.15625
1493,194,80,0.25,0.34375,0.40625
1494,206,80,0.0625,0.03125,0.90625
1495,33,80,0.71875,0.1875,0.09375
1496,167,30,0.08333333333333333,0.08333333333333333,0.8333333333333334
1497,194,80,0.40625,0.15625,0.4375
1498,33,80,0.875,0.09375,0.03125
1499,194,80,0.96875,0.03125,0.0
1500,206,80,0.75,0.25,0.0
1501,167,30,0.08333333333333333,0.5833333333333334,0.3333333333333333
1502,227,40,0.5625,0.125,0.3125
1503,33,80,0.09375,0.09375,0.8125
1504,12,20,0.5,0.5,0.0
1505,206,80,0.0,0.3125,0.6875
1506,227,40,0.8125,0.0,0.1875
1507,167,30,0.6666666666666666,0.3333333333333333,0.0
1508,206,80,0.9375,0.0,0.0625
1509,12,80,0.3125,0.3125,0.375
1510,33,40,0.875,0.125,0.0
1511,206,80,0.0,0.65625,0.34375
1512,33,80,0.59375,0.34375,0.0625
1513,206,80,0.53125,0.28125,0.1875
1514,227,40,0.0,0.1875,0.8125
1515,206,80,0.34375,0.65625,0.0
1516,206,80,0.0,0.9375,0.0625
1517,33,80,0.125,0.5,0.375
1518,167,30,0.6666666666666666,0.3333333333333333,0.0
1519,167,30,0.6666666666666666,0.3333333333333333,0.0
1520,206,80,0.0,0.46875,0.53125
1521,206,80,0.90625,0.0,0.09375
1522,206,80,0.6875,0.3125,0.0
1523,33,80,0.3125,0.53125,0.15625
1524,33,40,0.4375,0.0,0.5625
1525,33,40,0.625,0.375,0.0
1526,227,40,0.25,0.4375,0.3125
1527,227,40,0.625,0.375,0.0
1528,194,80,0.125,0.625,0.25
1529,194,80,0.0,0.53125,0.46875
1530,206,80,0.53125,0.09375,0.375
1531,33,80,0.21875,0.65625,0.125
1532,167,30,0.16666666666666666,0.16666666666666666,0.6666666666666666
1533,33,80,0.125,0.71875,0.15625
1534,227,40,0.0,0.25,0.75
1535,227,40,0.375,0.5,0.125
1536,194,80,0.5625,0.25,0.1875
1537,12,80,0.46875,0.1875,0.34375
1538,12,80,0.125,0.5,0.375
1539,227,40,0.75,0.0,0.25
1540,167,30,0.4166666666666667,0.0,0.5833333333333334
1541,33,40,0.0,0.0625,0.9375
1542,227,40,0.1875,0.5,0.3125
1543,206,80,0.0,0.75,0.25
1544,167,60,0.6666666666666666,0.08333333333333333,0.25
1545,167,60,0.625,0.041666666666666664,0.3333333333333333
1546,227,40,0.375,0.625,0.0
1547,167,30,0.3333333333333333,0.0,0.6666666666666666
1548,12,20,0.125,0.0,0.875
1549,227,40,0.5625,0.3125,0.125
1550,227,40,0.5,0.1875,0.3125
1551,227,40,0.625,0.0,0.375
1552,194,80,0.375,0.40625,0.21875
1553,12,80,0.3125,0.0,0.6875
1554,194,80,0.375,0.4375,0.1875
1555,194,80,0.28125,0.5,0.21875
1556,33,80,0.0,0.5,0.5
1557,33,40,0.0,0.375,0.625
1558,12,80,0.34375,0.5,0.15625
1559,194,80,0.0,0.59375,0.40625
1560,12,80,0.21875,0.78125,0.0
1561,167,30,0.08333333333333333,0.16666666666666666,0.75
1562,206,80,0.40625,0.28125,0.3125
1563,167,60,0.0,0.9166666666666666,0.08333333333333333
1564,227,40,0.9375,0.0625,0.0
1565,206,80,0.875,0.0,0.125
1566,194,80,0.34375,0.09375,0.5625
1567,12,80,0.96875,0.0,0.03125
1568,33,80,0.625,0.15625,0.21875
1569,12,80,0.21875,0.5,0.28125
1570,227,40,0.0,0.25,0.75
1571,227,40,0.0625,0.625,0.3125
1572,167,60,0.0,0.8333333333333334,0.16666666666666666
1573,206,80,0.40625,0.375,0.21875
1574,227,40,0.6875,0.3125,0.0
1575,227,40,0.375,0.625,0.0
1576,194,80,0.625,0.28125,0.09375
1577,206,80,0.5625,0.28125,0.15625
1578,206,80,0.4375,0.34375,0.21875
1579,167,30,0.16666666666666666,0.08333333333333333,0.75
1580,206,80,0.40625,0.25,0.34375
1581,12,80,0.34375,0.375,0.28125
1582,227,40,0.0,0.0625,0.9375
1583,33,80,0.28125,0.0625,0.65625
1584,206,80,0.0,0.4375,0.5625
1585,167,30,0.5833333333333334,0.3333333333333333,0.08333333333333333
1586,227,40,0.5625,0.1875,0.25
1587,33,80,0.75,0.21875,0.03125
1588,227,40,0.625,0.0,0.375
1589,33,80,0.0,0.6875,0.3125
1590,194,80,0.53125,0.25,0.21875
1591,33,80,0.1875,0.125,0.6875
1592,194,80,0.0,0.40625,0.59375
1593,167,30,0.16666666666666666,0.8333333333333334,0.0
1594,227,40,0.75,0.25,0.0
1595,12,80,0.375,0.21875,0.40625
1596,33,40,0.4375,0.0,0.5625
1597,194,80,0.0,0.65625,0.34375
1598,227,40,0.375,0.3125,0.3125
1599,167,30,0.5833333333333334,0.0,0.4166666666666667
1600,167,60,0.0,0.3333333333333333,0.6666666666666666
1601,33,40,0.0,0.4375,0.5625
1602,167,30,0.5,0.16666666666666666,0.3333333333333333
1603,167,30,0.3333333333333333,0.0,0.6666666666666666
1604,227,40,0.5,0.5,0.0
1605,33,80,0.0625,0.0625,0.875
1606,206,80,0.25,0.0,0.75
1607,206,80,0.28125,0.34375,0.375
1608,194,80,0.1875,0.375,0.4375
1609,227,40,0.9375,0.0625,0.0
1610,206,80,0.5625,0.4375,0.0
1611,33,40,0.6875,0.0,0.3125
1612,227,40,0.625,0.0625,0.3125
1613,206,80,0.21875,0.0625,0.71875
1614,33,80,0.59375,0.375,0.03125
1615,206,80,0.4375,0.5625,0.0
1616,206,80,0.0,0.6875,0.3125
1617,206,80,0.0,0.125,0.875
1618,12,20,0.25,0.75,0.0
1619,194,10,0.5,0.25,0.25
1620,12,80,0.28125,0.3125,0.40625
1621,206,80,0.1875,0.21875,0.59375
1622,227,40,0.5625,0.125,0.3125
1623,12,80,0.34375,0.1875,0.46875
1624,206,80,0.0625,0.0625,0.875
1625,206,80,0.5625,0.28125,0.15625
1626,33,80,0.46875,0.1875,0.34375
1627,33,80,0.3125,0.0625,0.625
1628,167,30,0.08333333333333333,0.3333333333333333,0.5833333333333334
1629,33,80,0.40625,0.3125,0.28125
1630,194,80,0.25,0.3125,0.4375
1631,33,80,0.71875,0.09375,0.1875
1632,206,80,0.0,0.5625,0.4375
1633,33,40,0.0,0.6875,0.3125
1634,33,80,0.1875,0.125,0.6875
1635,206,80,0.34375,0.0,0.65625
1636,227,40,0.375,0.625,0.0
1637,227,40,0.0,0.1875,0.8125
1638,194,80,0.28125,0.28125,0.4375
1639,12,80,0.09375,0.5625,0.34375
1640,33,80,0.28125,0.5625,0.15625
1641,167,30,0.5833333333333334,0.08333333333333333,0.3333333333333333
1642,206,80,0.0625,0.0,0.9375
1643,12,80,0.375,0.375,0.25
1644,206,80,0.46875,0.53125,0.0
1645,227,40,0.4375,0.25,0.3125
1646,33,80,0.1875,0.5625,0.25
1647,167,30,0.75,0.0,0.25
1648,12,80,0.0,0.5625,0.4375
1649,194,80,0.71875,0.28125,0.0
1650,206,80,0.75,0.0,0.25
1651,12,80,0.34375,0.40625,0.25
1652,227,40,0.875,0.125,0.0
1653,194,80,0.40625,0.59375,0.0
1654,167,30,0.4166666666666667,0.5833333333333334,0.0
1655,206,80,0.4375,0.0,0.5625
1656,206,80,0.15625,0.84375,0.0
1657,194,80,0.0625,0.40625,0.53125
1658,227,40,0.1875,0.5,0.3125
1659,206,80,0.375,0.46875,0.15625
1660,194,80,0.5,0.4375,0.0625
1661,194,80,0.4375,0.46875,0.09375
1662,206,80,0.4375,0.40625,0.15625
1663,227,40,0.3125,0.6875,0.0
1664,206,80,0.96875,0.03125,0.0
1665,33,40,0.4375,0.5625,0.0
1666,33,40,0.125,0.0,0.875
1667,206,80,0.0,0.34375,0.65625
1668,12,80,0.1875,0.25,0.5625
1669,167,30,0.4166666666666667,0.16666666666666666,0.4166666666666667
1670,227,40,0.1875,0.6875,0.125
1671,194,80,0.3125,0.5,0.1875
1672,206,80,0.59375,0.40625,0.0
1673,167,30,0.5,0.5,0.0
1674,167,30,0.5,0.5,0.0
1675,206,80,0.03125,0.03125,0.9375
1676,194,80,0.46875,0.53125,0.0
1677,194,80,0.375,0.625,0.0
1678,33,80,0.3125,0.40625,0.28125
1679,206,80,0.0,0.1875,0.8125
1680,194,80,0.4375,0.25,0.3125
1681,33,40,0.0,0.375,0.625
1682,206,80,0.25,0.75,0.0
1683,33,80,0.34375,0.1875,0.46875
1684,227,40,0.5625,0.125,0.3125
1685,167,30,0.75,0.08333333333333333,0.16666666666666666
1686,12,80,0.21875,0.09375,0.6875
1687,12,80,0.3125,0.375,0.3125
1688,206,80,0.0,0.4375,0.5625
1689,227,40,0.0625,0.125,0.8125
1690,227,40,0.5,0.4375,0.0625
1691,227,40,0.9375,0.0625,0.0
1692,33,80,0.09375,0.09375,0.8125
1693,167,30,0.5,0.3333333333333333,0.16666666666666666
1694,12,20,0.875,0.0,0.125
1695,167,30,0.3333333333333333,0.0,0.6666666666666666
1696,206,80,0.1875,0.0,0.8125
1697,33,40,0.1875,0.8125,0.0
1698,206,80,0.03125,0.0625,0.90625
1699,167,30,0.25,0.16666666666666666,0.5833333333333334
1700,167,30,0.4166666666666667,0.5833333333333334,0.0
1701,194,80,0.375,0.34375,0.28125
1702,12,20,0.375,0.625,0.0
1703,33,80,0.84375,0.0625,0.09375
1704,167,30,0.5833333333333334,0.4166666666666667,0.0
1705,33,40,0.75,0.25,0.0
1706,194,80,0.5625,0.4375,0.0
1707,206,80,0.5625,0.4375,0.0
1708,12,80,0.0,0.84375,0.15625
1709,33,80,0.71875,0.09375,0.1875
1710,167,30,0.0,0.8333333333333334,0.16666666666666666
1711,227,40,0.4375,0.5625,0.0
1712,206,80,0.1875,0.21875,0.59375
1713,194,80,0.34375,0.65625,0.0
1714,227,40,0.75,0.0,0.25
1715,194,80,0.3125,0.6875,0.0
1716,227,40,0.875,0.0,0.125
1717,227,40,0.25,0.4375,0.3125
1718,227,40,0.75,0.125,0.125
1719,12,80,0.375,0.34375,0.28125
1720,227,40,0.9375,0.0625,0.0
1721,194,10,0.25,0.5,0.25
1722,33,80,0.28125,0.1875,0.53125
1723,227,40,0.875,0.0,0.125
1724,33,40,0.0,0.875,0.125
1725,12,20,0.0,0.75,0.25
1726,33,80,0.5,0.4375,0.0625
1727,194,80,0.90625,0.09375,0.0
1728,206,80,0.71875,0.28125,0.0
1729,167,60,0.75,0.25,0.0
1730,12,80,0.0625,0.5,0.4375
1731,194,80,0.0,0.4375,0.5625
1732,227,40,0.9375,0.0625,0.0
1733,206,80,0.65625,0.0,0.34375
1734,206,80,0.46875,0.53125,0.0
1735,194,80,0.0,0.75,0.25
1736,12,80,0.65625,0.34375,0.0
1737,33,80,0.34375,0.40625,0.25
1738,33,40,0.0,0.75,0.25
1739,227,40,0.375,0.5,0.125
1740,33,80,0.65625,0.09375,0.25
1741,227,40,0.4375,0.1875,0.375
1742,194,80,0.40625,0.1875,0.40625
1743,194,80,0.03125,0.375,0.59375
1744,194,80,0.375,0.34375,0.28125
1745,33,80,0.46875,0.34375,0.1875
1746,167,30,0.16666666666666666,0.16666666666666666,0.6666666666666666
1747,33,40,0.375,0.0,0.625
1748,167,60,0.0,0.75,0.25
1749,33,40,0.0,0.375,0.625
1750,194,80,0.0625,0.46875,0.46875
1751,194,10,0.5,0.5,0.0
1752,167,30,0.6666666666666666,0.3333333333333333,0.0
1753,33,40,0.4375,0.0,0.5625
1754,12,80,0.375,0.5,0.125
1755,167,30,0.08333333333333333,0.08333333333333333,0.8333333333333334
1756,33,40,0.875,0.0,0.125
1757,206,80,0.0,0.15625,0.84375
1758,194,80,0.0,0.03125,0.96875
1759,33,40,0.3125,0.0,0.6875
1760,33,80,0.125,0.875,0.0
1761,12,80,0.375,0.375,0.25
1762,12,80,0.4375,0.28125,0.28125
1763,167,30,0.4166666666666667,0.5833333333333334,0.0
1764,206,80,0.5625,0.25,0.1875
1765,206,80,0.1875,0.21875,0.59375
1766,227,40,0.25,0.5625,0.1875
1767,227,40,0.3125,0.0625,0.625
1768,194,80,0.28125,0.0,0.71875
1769,12,20,0.375,0.625,0.0
1770,194,80,0.59375,0.0625,0.34375
1771,167,30,0.4166666666666667,0.5833333333333334,0.0
1772,194,80,0.40625,0.59375,0.0
1773,33,40,0.25,0.0,0.75
1774,12,80,0.25,0.5,0.25
1775,206,80,0.46875,0.375,0.15625
1776,206,80,0.375,0.1875,0.4375
1777,194,80,0.75,0.09375,0.15625
1778,194,80,0.15625,0.6875,0.15625
1779,206,80,0.4375,0.5625,0.0
1780,206,80,0.4375,0.5625,0.0
1781,167,30,0.5,0.16666666666666666,0.3333333333333333
1782,194,80,0.90625,0.09375,0.0
1783,167,30,0.5,0.5,0.0
1784,33,80,0.53125,0.03125,0.4375
1785,167,30,0.3333333333333333,0.6666666666666666,0.0
1786,227,40,0.5,0.25,0.25
1787,227,40,0.6875,0.0,0.3125
1788,194,80,0.0,0.1875,0.8125
1789,194,80,0.1875,0.4375,0.375
1790,33,80,0.90625,0.03125,0.0625
1791,206,80,0.53125,0.28125,0.1875
1792,12,80,0.4375,0.28125,0.28125
1793,194,80,0.125,0.46875,0.40625
1794,33,40,0.0,0.1875,0.8125
1795,194,80,0.0,0.8125,0.1875
1796,33,40,0.0,0.25,0.75
1797,167,30,0.3333333333333333,0.6666666666666666,0.0
1798,206,80,0.875,0.125,0.0
1799,206,80,0.21875,0.40625,0.375
1800,167,30,0.5,0.5,0.0
1801,206,80,0.0,0.15625,0.84375
1802,167,30,0.6666666666666666,0.08333333333333333,0.25
1803,194,80,0.53125,0.46875,0.0
1804,227,40,0.6875,0.125,0.1875
1805,227,40,0.75,0.25,0.0
1806,227,40,0.0,0.5,0.5
1807,206,80,0.75,0.25,0.0
1808,206,80,0.03125,0.0625,0.90625
1809,12,20,0.125,0.75,0.125
1810,167,30,0.5,0.5,0.0
1811,194,80,0.90625,0.0625,0.03125
1812,167,30,0.5833333333333334,0.25,0.16666666666666666
1813,194,80,0.5625,0.1875,0.25
1814,12,20,0.75,0.0,0.25
1815,206,80,0.15625,0.0,0.84375
1816,167,30,0.16666666666666666,0.4166666666666667,0.4166666666666667
1817,33,80,0.53125,0.3125,0.15625
1818,206,80,0.0,0.625,0.375
